surah_number,ayah_number,word_number,word_number_all,uthmani,nastaleeq,indopak,dk_indopak,qpc_v1,dk_v2,dk_v1,qpc_hafs,is_ayah_marker
23,101,8,47537,'يَوْمَئِذٍۢ','يَوْمَئِذٍ','یَوْمَىِٕذٍ','يَوْمَىِٕذٍ','ﯭ','يَوْمَئِذࣲ','يَوْمَئِذࣲ','يَوۡمَئِذٖ',0
23,101,9,47538,'وَلَا','وَّلَا','وَّلَا','وَّلَا','ﯮ','وَلَا','وَلَا','وَلَا',0
23,101,10,47539,'يَتَسَآءَلُونَ','يَتَسَآءَلُوْنَ','یَتَسَآءَلُوْنَ','يَتَسَا࢜ءَلُوْنَ','ﯯ','يَتَسَآءَلُونَ','يَتَسَآءَلُونَ','يَتَسَآءَلُونَ',0
23,101,11,47540,'١٠١','١٠١','۟','۝١٠١','ﯰ','۝١٠١','۝١٠١','١٠١',1
23,102,1,47541,'فَمَن','فَمَنْ','فَمَنْ','فَمَنْ','ﯱ','فَمَن','فَمَن','فَمَن',0
23,102,2,47542,'ثَقُلَتْ','ثَقُلَتْ','ثَقُلَتْ','ثَقُلَتْ','ﯲ','ثَقُلَتْ','ثَقُلَتْ','ثَقُلَتۡ',0
23,102,3,47543,'مَوَٰزِينُهُۥ','مَوَازِيْنُهٗ','مَوَازِیْنُهٗ','مَوَازِيْنُهٗ','ﯳ','مَوَٰزِينُهُۥ','مَوَٰزِينُهُۥ','مَوَٰزِينُهُۥ',0
23,102,4,47544,'فَأُو۟لَـٰٓئِكَ','فَاُولٰٓئِكَ','فَاُولٰٓىِٕكَ','فَاُولٰ࢜ىِٕكَ','ﯴ','فَأُو۟لَٰٓئِكَ','فَأُو۟لَٰٓئِكَ','فَأُوْلَٰٓئِكَ',0
23,102,5,47545,'هُمُ','هُمُ','هُمُ','هُمُ','ﯵ','هُمُ','هُمُ','هُمُ',0
23,102,6,47546,'ٱلْمُفْلِحُونَ','الْمُفْلِحُوْنَ','الْمُفْلِحُوْنَ','الْمُفْلِحُوْنَ','ﯶ','ٱلْمُفْلِحُونَ','ٱلْمُفْلِحُونَ','ٱلۡمُفۡلِحُونَ',0
23,102,7,47547,'١٠٢','١٠٢','۟','۝١٠٢','ﯷ','۝١٠٢','۝١٠٢','١٠٢',1
23,103,1,47548,'وَمَنْ','وَمَنْ','وَمَنْ','وَمَنْ','ﯸ','وَمَنْ','وَمَنْ','وَمَنۡ',0
23,103,2,47549,'خَفَّتْ','خَفَّتْ','خَفَّتْ','خَفَّتْ','ﯹ','خَفَّتْ','خَفَّتْ','خَفَّتۡ',0
23,103,3,47550,'مَوَٰزِينُهُۥ','مَوَازِيْنُهٗ','مَوَازِیْنُهٗ','مَوَازِيْنُهٗ','ﯺ','مَوَٰزِينُهُۥ','مَوَٰزِينُهُۥ','مَوَٰزِينُهُۥ',0
23,103,4,47551,'فَأُو۟لَـٰٓئِكَ','فَاُولٰٓئِكَ','فَاُولٰٓىِٕكَ','فَاُولٰ࢜ىِٕكَ','ﯻ','فَأُو۟لَٰٓئِكَ','فَأُو۟لَٰٓئِكَ','فَأُوْلَٰٓئِكَ',0
23,103,5,47552,'ٱلَّذِينَ','الَّذِيْنَ','الَّذِیْنَ','الَّذِيْنَ','ﯼ','ٱلَّذِينَ','ٱلَّذِينَ','ٱلَّذِينَ',0
23,103,6,47553,'خَسِرُوٓا۟','خَسِرُوْ٘ا','خَسِرُوْۤا','خَسِرُوْٓا','ﯽ','خَسِرُوٓا۟','خَسِرُوٓا۟','خَسِرُوٓاْ',0
23,103,7,47554,'أَنفُسَهُمْ','اَنْفُسَهُمْ','اَنْفُسَهُمْ','اَنْفُسَهُمْ','ﯾ','أَنفُسَهُمْ','أَنفُسَهُمْ','أَنفُسَهُمۡ',0
23,103,8,47555,'فِى','فِيْ','فِیْ','فِيْ','ﯿ','فِي','فِي','فِي',0
23,103,9,47556,'جَهَنَّمَ','جَهَنَّمَ','جَهَنَّمَ','جَهَنَّمَ','ﰀ','جَهَنَّمَ','جَهَنَّمَ','جَهَنَّمَ',0
23,103,10,47557,'خَـٰلِدُونَ','خٰلِدُوْنَ','خٰلِدُوْنَ','خٰلِدُوْنَ','ﰁ','خَٰلِدُونَ','خَٰلِدُونَ','خَٰلِدُونَ',0
23,103,11,47558,'١٠٣','١٠٣ﶔ','۟ۚ','۝١٠٣ۚ','ﰂ','۝١٠٣','۝١٠٣','١٠٣',1
23,104,1,47559,'تَلْفَحُ','تَلْفَحُ','تَلْفَحُ','تَلْفَحُ','ﰃ','تَلْفَحُ','تَلْفَحُ','تَلۡفَحُ',0
23,104,2,47560,'وُجُوهَهُمُ','وُجُوْهَهُمُ','وُجُوْهَهُمُ','وُجُوْهَهُمُ','ﰄ','وُجُوهَهُمُ','وُجُوهَهُمُ','وُجُوهَهُمُ',0
23,104,3,47561,'ٱلنَّارُ','النَّارُ','النَّارُ','النَّارُ','ﰅ','ٱلنَّارُ','ٱلنَّارُ','ٱلنَّارُ',0
23,104,4,47562,'وَهُمْ','وَهُمْ','وَهُمْ','وَهُمْ','ﰆ','وَهُمْ','وَهُمْ','وَهُمۡ',0
23,104,5,47563,'فِيهَا','فِيْهَا','فِیْهَا','فِيْهَا','ﰇ','فِيهَا','فِيهَا','فِيهَا',0
23,104,6,47564,'كَـٰلِحُونَ','كٰلِحُوْنَ','كٰلِحُوْنَ','كٰلِحُوْنَ','ﰈ','كَٰلِحُونَ','كَٰلِحُونَ','كَٰلِحُونَ',0
23,104,7,47565,'١٠٤','١٠٤','۟','۝١٠٤','ﰉ','۝١٠٤','۝١٠٤','١٠٤',1
23,105,1,47566,'أَلَمْ','اَلَمْ','اَلَمْ','اَلَمْ','ﭑ','أَلَمْ','أَلَمْ','أَلَمۡ',0
23,105,2,47567,'تَكُنْ','تَكُنْ','تَكُنْ','تَكُنْ','ﭒ','تَكُنْ','تَكُنْ','تَكُنۡ',0
23,105,3,47568,'ءَايَـٰتِى','اٰيٰتِيْ','اٰیٰتِیْ','اٰيٰتِيْ','ﭓ','ءَايَٰتِي','ءَايَٰتِي','ءَايَٰتِي',0
23,105,4,47569,'تُتْلَىٰ','تُتْلٰي','تُتْلٰی','تُتْلٰي','ﭔ','تُتْلَىٰ','تُتْلَىٰ','تُتۡلَىٰ',0
23,105,5,47570,'عَلَيْكُمْ','عَلَيْكُمْ','عَلَیْكُمْ','عَلَيْكُمْ','ﭕ','عَلَيْكُمْ','عَلَيْكُمْ','عَلَيۡكُمۡ',0
23,105,6,47571,'فَكُنتُم','فَكُنْتُمْ','فَكُنْتُمْ','فَكُنْتُمْ','ﭖ','فَكُنتُم','فَكُنتُم','فَكُنتُم',0
23,105,7,47572,'بِهَا','بِهَا','بِهَا','بِهَا','ﭗ','بِهَا','بِهَا','بِهَا',0
23,105,8,47573,'تُكَذِّبُونَ','تُكَذِّبُوْنَ','تُكَذِّبُوْنَ','تُكَذِّبُوْنَ','ﭘ','تُكَذِّبُونَ','تُكَذِّبُونَ','تُكَذِّبُونَ',0
23,105,9,47574,'١٠٥','١٠٥','۟','۝١٠٥','ﭙ','۝١٠٥','۝١٠٥','١٠٥',1
23,106,1,47575,'قَالُوا۟','قَالُوْا','قَالُوْا','قَالُوْا','ﭚ','قَالُوا۟','قَالُوا۟','قَالُواْ',0
23,106,2,47576,'رَبَّنَا','رَبَّنَا','رَبَّنَا','رَبَّنَا','ﭛ','رَبَّنَا','رَبَّنَا','رَبَّنَا',0
23,106,3,47577,'غَلَبَتْ','غَلَبَتْ','غَلَبَتْ','غَلَبَتْ','ﭜ','غَلَبَتْ','غَلَبَتْ','غَلَبَتۡ',0
23,106,4,47578,'عَلَيْنَا','عَلَيْنَا','عَلَیْنَا','عَلَيْنَا','ﭝ','عَلَيْنَا','عَلَيْنَا','عَلَيۡنَا',0
23,106,5,47579,'شِقْوَتُنَا','شِقْوَتُنَا','شِقْوَتُنَا','شِقْوَتُنَا','ﭞ','شِقْوَتُنَا','شِقْوَتُنَا','شِقۡوَتُنَا',0
23,106,6,47580,'وَكُنَّا','وَكُنَّا','وَكُنَّا','وَكُنَّا','ﭟ','وَكُنَّا','وَكُنَّا','وَكُنَّا',0
23,106,7,47581,'قَوْمًۭا','قَوْمًا','قَوْمًا','قَوْمًا','ﭠ','قَوْمࣰا','قَوْمࣰا','قَوۡمٗا',0
23,106,8,47582,'ضَآلِّينَ','ضَآلِّيْنَ','ضَآلِّیْنَ','ضَا࢜لِّيْنَ','ﭡ','ضَآلِّينَ','ضَآلِّينَ','ضَآلِّينَ',0
23,106,9,47583,'١٠٦','١٠٦','۟','۝١٠٦','ﭢ','۝١٠٦','۝١٠٦','١٠٦',1
23,107,1,47584,'رَبَّنَآ','رَبَّنَا٘','رَبَّنَاۤ','رَبَّنَا͏ٓ','ﭣ','رَبَّنَآ','رَبَّنَآ','رَبَّنَآ',0
23,107,2,47585,'أَخْرِجْنَا','اَخْرِجْنَا','اَخْرِجْنَا','اَخْرِجْنَا','ﭤ','أَخْرِجْنَا','أَخْرِجْنَا','أَخۡرِجۡنَا',0
23,107,3,47586,'مِنْهَا','مِنْهَا','مِنْهَا','مِنْهَا','ﭥ','مِنْهَا','مِنْهَا','مِنۡهَا',0
23,107,4,47587,'فَإِنْ','فَاِنْ','فَاِنْ','فَاِنْ','ﭦ','فَإِنْ','فَإِنْ','فَإِنۡ',0
23,107,5,47588,'عُدْنَا','عُدْنَا','عُدْنَا','عُدْنَا','ﭧ','عُدْنَا','عُدْنَا','عُدۡنَا',0
23,107,6,47589,'فَإِنَّا','فَاِنَّا','فَاِنَّا','فَاِنَّا','ﭨ','فَإِنَّا','فَإِنَّا','فَإِنَّا',0
23,107,7,47590,'ظَـٰلِمُونَ','ظٰلِمُوْنَ','ظٰلِمُوْنَ','ظٰلِمُوْنَ','ﭩ','ظَٰلِمُونَ','ظَٰلِمُونَ','ظَٰلِمُونَ',0
23,107,8,47591,'١٠٧','١٠٧','۟','۝١٠٧','ﭪ','۝١٠٧','۝١٠٧','١٠٧',1
23,108,1,47592,'قَالَ','قَالَ','قَالَ','قَالَ','ﭫ','قَالَ','قَالَ','قَالَ',0
23,108,2,47593,'ٱخْسَـُٔوا۟','اخْسَـُٔوْا','اخْسَـُٔوْا','اخْسَـُٔوْا','ﭬ','ٱخْسَـُٔوا۟','ٱخْسَـُٔوا۟','ٱخۡسَـُٔواْ',0
23,108,3,47594,'فِيهَا','فِيْهَا','فِیْهَا','فِيْهَا','ﭭ','فِيهَا','فِيهَا','فِيهَا',0
23,108,4,47595,'وَلَا','وَلَا','وَلَا','وَلَا','ﭮ','وَلَا','وَلَا','وَلَا',0
23,108,5,47596,'تُكَلِّمُونِ','تُكَلِّمُوْنِ','تُكَلِّمُوْنِ','تُكَلِّمُوْنِ','ﭯ','تُكَلِّمُونِ','تُكَلِّمُونِ','تُكَلِّمُونِ',0
23,108,6,47597,'١٠٨','١٠٨','۟','۝١٠٨','ﭰ','۝١٠٨','۝١٠٨','١٠٨',1
23,109,1,47598,'إِنَّهُۥ','اِنَّهٗ','اِنَّهٗ','اِنَّهٗ','ﭱ','إِنَّهُۥ','إِنَّهُۥ','إِنَّهُۥ',0
23,109,2,47599,'كَانَ','كَانَ','كَانَ','كَانَ','ﭲ','كَانَ','كَانَ','كَانَ',0
23,109,3,47600,'فَرِيقٌۭ','فَرِيْقٌ','فَرِیْقٌ','فَرِيْقٌ','ﭳ','فَرِيقࣱ','فَرِيقࣱ','فَرِيقٞ',0
23,109,4,47601,'مِّنْ','مِّنْ','مِّنْ','مِّنْ','ﭴ','مِّنْ','مِّنْ','مِّنۡ',0
23,109,5,47602,'عِبَادِى','عِبَادِيْ','عِبَادِیْ','عِبَادِيْ','ﭵ','عِبَادِي','عِبَادِي','عِبَادِي',0
23,109,6,47603,'يَقُولُونَ','يَقُوْلُوْنَ','یَقُوْلُوْنَ','يَقُوْلُوْنَ','ﭶ','يَقُولُونَ','يَقُولُونَ','يَقُولُونَ',0
23,109,7,47604,'رَبَّنَآ','رَبَّنَا٘','رَبَّنَاۤ','رَبَّنَا͏ٓ','ﭷ','رَبَّنَآ','رَبَّنَآ','رَبَّنَآ',0
23,109,8,47605,'ءَامَنَّا','اٰمَنَّا','اٰمَنَّا','اٰمَنَّا','ﭸ','ءَامَنَّا','ءَامَنَّا','ءَامَنَّا',0
23,109,9,47606,'فَٱغْفِرْ','فَاغْفِرْ','فَاغْفِرْ','فَاغْفِرْ','ﭹ','فَٱغْفِرْ','فَٱغْفِرْ','فَٱغۡفِرۡ',0
23,109,10,47607,'لَنَا','لَنَا','لَنَا','لَنَا','ﭺ','لَنَا','لَنَا','لَنَا',0
23,109,11,47608,'وَٱرْحَمْنَا','وَارْحَمْنَا','وَارْحَمْنَا','وَارْحَمْنَا','ﭻ','وَٱرْحَمْنَا','وَٱرْحَمْنَا','وَٱرۡحَمۡنَا',0
23,109,12,47609,'وَأَنتَ','وَاَنْتَ','وَاَنْتَ','وَاَنْتَ','ﭼ','وَأَنتَ','وَأَنتَ','وَأَنتَ',0
23,109,13,47610,'خَيْرُ','خَيْرُ','خَیْرُ','خَيْرُ','ﭽ','خَيْرُ','خَيْرُ','خَيۡرُ',0
23,109,14,47611,'ٱلرَّٰحِمِينَ','الرّٰحِمِيْنَ','الرّٰحِمِیْنَ','الرّٰحِمِيْنَ','ﭾ','ٱلرَّٰحِمِينَ','ٱلرَّٰحِمِينَ','ٱلرَّٰحِمِينَ',0
23,109,15,47612,'١٠٩','١٠٩ﶗ','۟ۚۖ','۝١٠٩ۚۖ','ﭿ','۝١٠٩','۝١٠٩','١٠٩',1
23,110,1,47613,'فَٱتَّخَذْتُمُوهُمْ','فَاتَّخَذْتُمُوْهُمْ','فَاتَّخَذْتُمُوْهُمْ','فَاتَّخَذْتُمُوْهُمْ','ﮀ','فَٱتَّخَذْتُمُوهُمْ','فَٱتَّخَذْتُمُوهُمْ','فَٱتَّخَذۡتُمُوهُمۡ',0
23,110,2,47614,'سِخْرِيًّا','سِخْرِيًّا','سِخْرِیًّا','سِخْرِيًّا','ﮁ','سِخْرِيًّا','سِخْرِيًّا','سِخۡرِيًّا',0
23,110,3,47615,'حَتَّىٰٓ','حَتّٰ٘ي','حَتّٰۤی','حَتّٰٓي','ﮂ','حَتَّىٰٓ','حَتَّىٰٓ','حَتَّىٰٓ',0
23,110,4,47616,'أَنسَوْكُمْ','اَنْسَوْكُمْ','اَنْسَوْكُمْ','اَنْسَوْكُمْ','ﮃ','أَنسَوْكُمْ','أَنسَوْكُمْ','أَنسَوۡكُمۡ',0
23,110,5,47617,'ذِكْرِى','ذِكْرِيْ','ذِكْرِیْ','ذِكْرِيْ','ﮄ','ذِكْرِي','ذِكْرِي','ذِكۡرِي',0
23,110,6,47618,'وَكُنتُم','وَكُنْتُمْ','وَكُنْتُمْ','وَكُنْتُمْ','ﮅ','وَكُنتُم','وَكُنتُم','وَكُنتُم',0
23,110,7,47619,'مِّنْهُمْ','مِّنْهُمْ','مِّنْهُمْ','مِّنْهُمْ','ﮆ','مِّنْهُمْ','مِّنْهُمْ','مِّنۡهُمۡ',0
23,110,8,47620,'تَضْحَكُونَ','تَضْحَكُوْنَ','تَضْحَكُوْنَ','تَضْحَكُوْنَ','ﮇ','تَضْحَكُونَ','تَضْحَكُونَ','تَضۡحَكُونَ',0
23,110,9,47621,'١١٠','١١٠','۟','۝١١٠','ﮈ','۝١١٠','۝١١٠','١١٠',1
23,111,1,47622,'إِنِّى','اِنِّيْ','اِنِّیْ','اِنِّيْ','ﮉ','إِنِّي','إِنِّي','إِنِّي',0
23,111,2,47623,'جَزَيْتُهُمُ','جَزَيْتُهُمُ','جَزَیْتُهُمُ','جَزَيْتُهُمُ','ﮊ','جَزَيْتُهُمُ','جَزَيْتُهُمُ','جَزَيۡتُهُمُ',0
23,111,3,47624,'ٱلْيَوْمَ','الْيَوْمَ','الْیَوْمَ','الْيَوْمَ','ﮋ','ٱلْيَوْمَ','ٱلْيَوْمَ','ٱلۡيَوۡمَ',0
23,111,4,47625,'بِمَا','بِمَا','بِمَا','بِمَا','ﮌ','بِمَا','بِمَا','بِمَا',0
23,111,5,47626,'صَبَرُوٓا۟','صَبَرُوْ٘اﶈ','صَبَرُوْۤا ۙ','صَبَرُوْٓاۙ','ﮍ','صَبَرُوٓا۟','صَبَرُوٓا۟','صَبَرُوٓاْ',0
23,111,6,47627,'أَنَّهُمْ','اَنَّهُمْ','اَنَّهُمْ','اَنَّهُمْ','ﮎ','أَنَّهُمْ','أَنَّهُمْ','أَنَّهُمۡ',0
23,111,7,47628,'هُمُ','هُمُ','هُمُ','هُمُ','ﮏ','هُمُ','هُمُ','هُمُ',0
23,111,8,47629,'ٱلْفَآئِزُونَ','الْفَآئِزُوْنَ','الْفَآىِٕزُوْنَ','الْفَا࢜ىِٕزُوْنَ','ﮐ','ٱلْفَآئِزُونَ','ٱلْفَآئِزُونَ','ٱلۡفَآئِزُونَ',0
23,111,9,47630,'١١١','١١١','۟','۝١١١','ﮑ','۝١١١','۝١١١','١١١',1
23,112,1,47631,'قَـٰلَ','قٰلَ','قٰلَ','قٰلَ','ﮒ','قَٰلَ','قَٰلَ','قَٰلَ',0
23,112,2,47632,'كَمْ','كَمْ','كَمْ','كَمْ','ﮓ','كَمْ','كَمْ','كَمۡ',0
23,112,3,47633,'لَبِثْتُمْ','لَبِثْتُمْ','لَبِثْتُمْ','لَبِثْتُمْ','ﮔ','لَبِثْتُمْ','لَبِثْتُمْ','لَبِثۡتُمۡ',0
23,112,4,47634,'فِى','فِي','فِی','فِي','ﮕ','فِي','فِي','فِي',0
23,112,5,47635,'ٱلْأَرْضِ','الْاَرْضِ','الْاَرْضِ','الْاَرْضِ','ﮖ','ٱلْأَرْضِ','ٱلْأَرْضِ','ٱلۡأَرۡضِ',0
23,112,6,47636,'عَدَدَ','عَدَدَ','عَدَدَ','عَدَدَ','ﮗ','عَدَدَ','عَدَدَ','عَدَدَ',0
23,112,7,47637,'سِنِينَ','سِنِيْنَ','سِنِیْنَ','سِنِيْنَ','ﮘ','سِنِينَ','سِنِينَ','سِنِينَ',0
23,112,8,47638,'١١٢','١١٢','۟','۝١١٢','ﮙ','۝١١٢','۝١١٢','١١٢',1
23,113,1,47639,'قَالُوا۟','قَالُوْا','قَالُوْا','قَالُوْا','ﮚ','قَالُوا۟','قَالُوا۟','قَالُواْ',0
23,113,2,47640,'لَبِثْنَا','لَبِثْنَا','لَبِثْنَا','لَبِثْنَا','ﮛ','لَبِثْنَا','لَبِثْنَا','لَبِثۡنَا',0
23,113,3,47641,'يَوْمًا','يَوْمًا','یَوْمًا','يَوْمًا','ﮜ','يَوْمًا','يَوْمًا','يَوۡمًا',0
23,113,4,47642,'أَوْ','اَوْ','اَوْ','اَوْ','ﮝ','أَوْ','أَوْ','أَوۡ',0
23,113,5,47643,'بَعْضَ','بَعْضَ','بَعْضَ','بَعْضَ','ﮞ','بَعْضَ','بَعْضَ','بَعۡضَ',0
23,113,6,47644,'يَوْمٍۢ','يَوْمٍ','یَوْمٍ','يَوْمٍ','ﮟ','يَوْمࣲ','يَوْمࣲ','يَوۡمٖ',0
23,113,7,47645,'فَسْـَٔلِ','فَسْـَٔلِ','فَسْـَٔلِ','فَسْـَٔلِ','ﮠ','فَسْـَٔلِ','فَسْـَٔلِ','فَسۡـَٔلِ',0
23,113,8,47646,'ٱلْعَآدِّينَ','الْعَآدِّيْنَ','الْعَآدِّیْنَ','الْعَا࢜دِّيْنَ','ﮡ','ٱلْعَآدِّينَ','ٱلْعَآدِّينَ','ٱلۡعَآدِّينَ',0
23,113,9,47647,'١١٣','١١٣','۟','۝١١٣','ﮢ','۝١١٣','۝١١٣','١١٣',1
23,114,1,47648,'قَـٰلَ','قٰلَ','قٰلَ','قٰلَ','ﮣ','قَٰلَ','قَٰلَ','قَٰلَ',0
23,114,2,47649,'إِن','اِنْ','اِنْ','اِنْ','ﮤ','إِن','إِن','إِن',0
23,114,3,47650,'لَّبِثْتُمْ','لَّبِثْتُمْ','لَّبِثْتُمْ','لَّبِثْتُمْ','ﮥ','لَّبِثْتُمْ','لَّبِثْتُمْ','لَّبِثۡتُمۡ',0
23,114,4,47651,'إِلَّا','اِلَّا','اِلَّا','اِلَّا','ﮦ','إِلَّا','إِلَّا','إِلَّا',0
23,114,5,47652,'قَلِيلًۭا ۖ','قَلِيْلًا','قَلِیْلًا','قَلِيْلًا','ﮧﮨ','قَلِيلࣰاۖ','قَلِيلࣰاۖ','قَلِيلٗاۖ',0
23,114,6,47653,'لَّوْ','لَّوْ','لَّوْ','لَّوْ','ﮩ','لَّوْ','لَّوْ','لَّوۡ',0
23,114,7,47654,'أَنَّكُمْ','اَنَّكُمْ','اَنَّكُمْ','اَنَّكُمْ','ﮪ','أَنَّكُمْ','أَنَّكُمْ','أَنَّكُمۡ',0
23,114,8,47655,'كُنتُمْ','كُنْتُمْ','كُنْتُمْ','كُنْتُمْ','ﮫ','كُنتُمْ','كُنتُمْ','كُنتُمۡ',0
23,114,9,47656,'تَعْلَمُونَ','تَعْلَمُوْنَ','تَعْلَمُوْنَ','تَعْلَمُوْنَ','ﮬ','تَعْلَمُونَ','تَعْلَمُونَ','تَعۡلَمُونَ',0
23,114,10,47657,'١١٤','١١٤','۟','۝١١٤','ﮭ','۝١١٤','۝١١٤','١١٤',1
23,115,1,47658,'أَفَحَسِبْتُمْ','اَفَحَسِبْتُمْ','اَفَحَسِبْتُمْ','اَفَحَسِبْتُمْ','ﮮ','أَفَحَسِبْتُمْ','أَفَحَسِبْتُمْ','أَفَحَسِبۡتُمۡ',0
23,115,2,47659,'أَنَّمَا','اَنَّمَا','اَنَّمَا','اَنَّمَا','ﮯ','أَنَّمَا','أَنَّمَا','أَنَّمَا',0
23,115,3,47660,'خَلَقْنَـٰكُمْ','خَلَقْنٰكُمْ','خَلَقْنٰكُمْ','خَلَقْنٰكُمْ','ﮰ','خَلَقْنَٰكُمْ','خَلَقْنَٰكُمْ','خَلَقۡنَٰكُمۡ',0
23,115,4,47661,'عَبَثًۭا','عَبَثًا','عَبَثًا','عَبَثًا','ﮱ','عَبَثࣰا','عَبَثࣰا','عَبَثٗا',0
23,115,5,47662,'وَأَنَّكُمْ','وَّاَنَّكُمْ','وَّاَنَّكُمْ','وَّاَنَّكُمْ','ﯓ','وَأَنَّكُمْ','وَأَنَّكُمْ','وَأَنَّكُمۡ',0
23,115,6,47663,'إِلَيْنَا','اِلَيْنَا','اِلَیْنَا','اِلَيْنَا','ﯔ','إِلَيْنَا','إِلَيْنَا','إِلَيۡنَا',0
23,115,7,47664,'لَا','لَا','لَا','لَا','ﯕ','لَا','لَا','لَا',0
23,115,8,47665,'تُرْجَعُونَ','تُرْجَعُوْنَ','تُرْجَعُوْنَ','تُرْجَعُوْنَ','ﯖ','تُرْجَعُونَ','تُرْجَعُونَ','تُرۡجَعُونَ',0
23,115,9,47666,'١١٥','١١٥','۟','۝١١٥','ﯗ','۝١١٥','۝١١٥','١١٥',1
23,116,1,47667,'فَتَعَـٰلَى','فَتَعٰلَي','فَتَعٰلَی','فَتَعٰلَي','ﯘ','فَتَعَٰلَى','فَتَعَٰلَى','فَتَعَٰلَى',0
23,116,2,47668,'ٱللَّهُ','اللّٰهُ','اللّٰهُ','اللّٰهُ','ﯙ','ٱللَّهُ','ٱللَّهُ','ٱللَّهُ',0
23,116,3,47669,'ٱلْمَلِكُ','الْمَلِكُ','الْمَلِكُ','الْمَلِكُ','ﯚ','ٱلْمَلِكُ','ٱلْمَلِكُ','ٱلۡمَلِكُ',0
23,116,4,47670,'ٱلْحَقُّ ۖ','الْحَقُّﵐ','الْحَقُّ ۚ','الْحَقُّۚ','ﯛﯜ','ٱلْحَقُّۖ','ٱلْحَقُّۖ','ٱلۡحَقُّۖ',0
23,116,5,47671,'لَآ','لَا٘','لَاۤ','لَا͏ٓ','ﯝ','لَآ','لَآ','لَآ',0
23,116,6,47672,'إِلَـٰهَ','اِلٰهَ','اِلٰهَ','اِلٰهَ','ﯞ','إِلَٰهَ','إِلَٰهَ','إِلَٰهَ',0
23,116,7,47673,'إِلَّا','اِلَّا','اِلَّا','اِلَّا','ﯟ','إِلَّا','إِلَّا','إِلَّا',0
23,116,8,47674,'هُوَ','هُوَﵐ','هُوَ ۚ','هُوَۚ','ﯠ','هُوَ','هُوَ','هُوَ',0
23,116,9,47675,'رَبُّ','رَبُّ','رَبُّ','رَبُّ','ﯡ','رَبُّ','رَبُّ','رَبُّ',0
23,116,10,47676,'ٱلْعَرْشِ','الْعَرْشِ','الْعَرْشِ','الْعَرْشِ','ﯢ','ٱلْعَرْشِ','ٱلْعَرْشِ','ٱلۡعَرۡشِ',0
23,116,11,47677,'ٱلْكَرِيمِ','الْكَرِيْمِ','الْكَرِیْمِ','الْكَرِيْمِ','ﯣ','ٱلْكَرِيمِ','ٱلْكَرِيمِ','ٱلۡكَرِيمِ',0
23,116,12,47678,'١١٦','١١٦','۟','۝١١٦','ﯤ','۝١١٦','۝١١٦','١١٦',1
23,117,1,47679,'وَمَن','وَمَنْ','وَمَنْ','وَمَنْ','ﯥ','وَمَن','وَمَن','وَمَن',0
23,117,2,47680,'يَدْعُ','يَّدْعُ','یَّدْعُ','يَّدْعُ','ﯦ','يَدْعُ','يَدْعُ','يَدۡعُ',0
23,117,3,47681,'مَعَ','مَعَ','مَعَ','مَعَ','ﯧ','مَعَ','مَعَ','مَعَ',0
23,117,4,47682,'ٱللَّهِ','اللّٰهِ','اللّٰهِ','اللّٰهِ','ﯨ','ٱللَّهِ','ٱللَّهِ','ٱللَّهِ',0
23,117,5,47683,'إِلَـٰهًا','اِلٰهًا','اِلٰهًا','اِلٰهًا','ﯩ','إِلَٰهًا','إِلَٰهًا','إِلَٰهًا',0
23,117,6,47684,'ءَاخَرَ','اٰخَرَﶈ','اٰخَرَ ۙ','اٰخَرَۙ','ﯪ','ءَاخَرَ','ءَاخَرَ','ءَاخَرَ',0
23,117,7,47685,'لَا','لَا','لَا','لَا','ﯫ','لَا','لَا','لَا',0
23,117,8,47686,'بُرْهَـٰنَ','بُرْهَانَ','بُرْهَانَ','بُرْهَانَ','ﯬ','بُرْهَٰنَ','بُرْهَٰنَ','بُرۡهَٰنَ',0
23,117,9,47687,'لَهُۥ','لَهٗ','لَهٗ','لَهٗ','ﯭ','لَهُۥ','لَهُۥ','لَهُۥ',0
23,117,10,47688,'بِهِۦ','بِهٖﶈ','بِهٖ ۙ','بِهٖۙ','ﯮ','بِهِۦ','بِهِۦ','بِهِۦ',0
23,117,11,47689,'فَإِنَّمَا','فَاِنَّمَا','فَاِنَّمَا','فَاِنَّمَا','ﯯ','فَإِنَّمَا','فَإِنَّمَا','فَإِنَّمَا',0
23,117,12,47690,'حِسَابُهُۥ','حِسَابُهٗ','حِسَابُهٗ','حِسَابُهٗ','ﯰ','حِسَابُهُۥ','حِسَابُهُۥ','حِسَابُهُۥ',0
23,117,13,47691,'عِندَ','عِنْدَ','عِنْدَ','عِنْدَ','ﯱ','عِندَ','عِندَ','عِندَ',0
23,117,14,47692,'رَبِّهِۦٓ ۚ','رَبِّهٖﵧ','رَبِّهٖ ؕ','رَبِّهٖؕ','ﯲﯳ','رَبِّهِۦٓۚ','رَبِّهِۦٓۚ','رَبِّهِۦٓۚ',0
23,117,15,47693,'إِنَّهُۥ','اِنَّهٗ','اِنَّهٗ','اِنَّهٗ','ﯴ','إِنَّهُۥ','إِنَّهُۥ','إِنَّهُۥ',0
23,117,16,47694,'لَا','لَا','لَا','لَا','ﯵ','لَا','لَا','لَا',0
23,117,17,47695,'يُفْلِحُ','يُفْلِحُ','یُفْلِحُ','يُفْلِحُ','ﯶ','يُفْلِحُ','يُفْلِحُ','يُفۡلِحُ',0
