surah_number,ayah_number,word_number,word_number_all,uthmani,nastaleeq,indopak,dk_indopak,qpc_v1,dk_v2,dk_v1,qpc_hafs,is_ayah_marker
1,1,1,1,'بِسْمِ','بِسْمِ','بِسْمِ','بِسْمِ','ﭑ','بِسْمِ','بِسْمِ','بِسۡمِ',0
1,1,2,2,'ٱللَّهِ','اللّٰهِ','اللّٰهِ','اللّٰهِ','ﭒ','ٱللَّهِ','ٱللَّهِ','ٱللَّهِ',0
1,1,3,3,'ٱلرَّحْمَـٰنِ','الرَّحْمٰنِ','الرَّحْمٰنِ','الرَّحْمٰنِ','ﭓ','ٱلرَّحْمَٰنِ','ٱلرَّحْمَٰنِ','ٱلرَّحۡمَٰنِ',0
1,1,4,4,'ٱلرَّحِيمِ','الرَّحِيْمِ','الرَّحِیْمِ','الرَّحِيْمِ','ﭔ','ٱلرَّحِيمِ','ٱلرَّحِيمِ','ٱلرَّحِيمِ',0
1,1,5,5,'١','١','۟','۝','ﭕ','۝١','۝١','١',1
1,2,1,6,'ٱلْحَمْدُ','اَلْحَمْدُ','اَلْحَمْدُ','اَلْحَمْدُ','ﭖ','ٱلْحَمْدُ','ٱلْحَمْدُ','ٱلۡحَمۡدُ',0
1,2,2,7,'لِلَّهِ','لِلّٰهِ','لِلّٰهِ','لِلّٰهِ','ﭗ','لِلَّهِ','لِلَّهِ','لِلَّهِ',0
1,2,3,8,'رَبِّ','رَبِّ','رَبِّ','رَبِّ','ﭘ','رَبِّ','رَبِّ','رَبِّ',0
1,2,4,9,'ٱلْعَـٰلَمِينَ','الْعٰلَمِيْنَ','الْعٰلَمِیْنَ','الْعٰلَمِيْنَ','ﭙ','ٱلْعَٰلَمِينَ','ٱلْعَٰلَمِينَ','ٱلۡعَٰلَمِينَ',0
1,2,5,10,'٢','٢ﶫ','۟ۙ','۝١ۙ','ﭚ','۝٢','۝٢','٢',1
1,3,1,11,'ٱلرَّحْمَـٰنِ','الرَّحْمٰنِ','الرَّحْمٰنِ','الرَّحْمٰنِ','ﭛ','ٱلرَّحْمَٰنِ','ٱلرَّحْمَٰنِ','ٱلرَّحۡمَٰنِ',0
1,3,2,12,'ٱلرَّحِيمِ','الرَّحِيْمِ','الرَّحِیْمِ','الرَّحِيْمِ','ﭜ','ٱلرَّحِيمِ','ٱلرَّحِيمِ','ٱلرَّحِيمِ',0
1,3,3,13,'٣','٣ﶫ','۟ۙ','۝٢ۙ','ﭝ','۝٣','۝٣','٣',1
1,4,1,14,'مَـٰلِكِ','مٰلِكِ','مٰلِكِ','مٰلِكِ','ﭞ','مَٰلِكِ','مَٰلِكِ','مَٰلِكِ',0
1,4,2,15,'يَوْمِ','يَوْمِ','یَوْمِ','يَوْمِ','ﭟ','يَوْمِ','يَوْمِ','يَوۡمِ',0
1,4,3,16,'ٱلدِّينِ','الدِّيْنِ','الدِّیْنِ','الدِّيْنِ','ﭠ','ٱلدِّينِ','ٱلدِّينِ','ٱلدِّينِ',0
1,4,4,17,'٤','٤ﶠ','۟ؕ','۝٣ؕ','ﭡ','۝٤','۝٤','٤',1
1,5,1,18,'إِيَّاكَ','اِيَّاكَ','اِیَّاكَ','اِيَّاكَ','ﭢ','إِيَّاكَ','إِيَّاكَ','إِيَّاكَ',0
1,5,2,19,'نَعْبُدُ','نَعْبُدُ','نَعْبُدُ','نَعْبُدُ','ﭣ','نَعْبُدُ','نَعْبُدُ','نَعۡبُدُ',0
1,5,3,20,'وَإِيَّاكَ','وَاِيَّاكَ','وَاِیَّاكَ','وَاِيَّاكَ','ﭤ','وَإِيَّاكَ','وَإِيَّاكَ','وَإِيَّاكَ',0
1,5,4,21,'نَسْتَعِينُ','نَسْتَعِيْنُ','نَسْتَعِیْنُ','نَسْتَعِيْنُ','ﭥ','نَسْتَعِينُ','نَسْتَعِينُ','نَسۡتَعِينُ',0
1,5,5,22,'٥','٥ﶠ','۟ؕ','۝٤ؕ','ﭦ','۝٥','۝٥','٥',1
1,6,1,23,'ٱهْدِنَا','اِهْدِنَا','اِهْدِنَا','اِهْدِنَا','ﭧ','ٱهْدِنَا','ٱهْدِنَا','ٱهۡدِنَا',0
1,6,2,24,'ٱلصِّرَٰطَ','الصِّرَاطَ','الصِّرَاطَ','الصِّرَاطَ','ﭨ','ٱلصِّرَٰطَ','ٱلصِّرَٰطَ','ٱلصِّرَٰطَ',0
1,6,3,25,'ٱلْمُسْتَقِيمَ','الْمُسْتَقِيْمَ','الْمُسْتَقِیْمَ','الْمُسْتَقِيْمَ','ﭩ','ٱلْمُسْتَقِيمَ','ٱلْمُسْتَقِيمَ','ٱلۡمُسۡتَقِيمَ',0
1,6,4,26,'٦','٦ﶫ','۟ۙ','۝٥ۙ','ﭪ','۝٦','۝٦','٦',1
1,7,1,27,'صِرَٰطَ','صِرَاطَ','صِرَاطَ','صِرَاطَ','ﭫ','صِرَٰطَ','صِرَٰطَ','صِرَٰطَ',0
1,7,2,28,'ٱلَّذِينَ','الَّذِيْنَ','الَّذِیْنَ','الَّذِيْنَ','ﭬ','ٱلَّذِينَ','ٱلَّذِينَ','ٱلَّذِينَ',0
1,7,3,29,'أَنْعَمْتَ','اَنْعَمْتَ','اَنْعَمْتَ','اَنْعَمْتَ','ﭭ','أَنْعَمْتَ','أَنْعَمْتَ','أَنۡعَمۡتَ',0
1,7,4,30,'عَلَيْهِمْ','عَلَيْهِمْﵿ','عَلَیْهِمْ ۙ۬ۦ','عَلَيْهِمْ‮٦࣢ۙ','ﭮ','عَلَيْهِمْ','عَلَيْهِمْ','عَلَيۡهِمۡ',0
1,7,5,31,'غَيْرِ','غَيْرِ','غَیْرِ','غَيْرِ','ﭯ','غَيْرِ','غَيْرِ','غَيۡرِ',0
1,7,6,32,'ٱلْمَغْضُوبِ','الْمَغْضُوْبِ','الْمَغْضُوْبِ','الْمَغْضُوْبِ','ﭰ','ٱلْمَغْضُوبِ','ٱلْمَغْضُوبِ','ٱلۡمَغۡضُوبِ',0
1,7,7,33,'عَلَيْهِمْ','عَلَيْهِمْ','عَلَیْهِمْ','عَلَيْهِمْ','ﭱ','عَلَيْهِمْ','عَلَيْهِمْ','عَلَيۡهِمۡ',0
1,7,8,34,'وَلَا','وَلَا','وَلَا','وَلَا','ﭲ','وَلَا','وَلَا','وَلَا',0
1,7,9,35,'ٱلضَّآلِّينَ','الضَّآلِّيْنَ','الضَّآلِّیْنَ','الضَّا࢜لِّيْنَ','ﭳ','ٱلضَّآلِّينَ','ٱلضَّآلِّينَ','ٱلضَّآلِّينَ',0
1,7,10,36,'٧','٧ﶒ','۟۠','۝٧ࣖ','ﭴ','۝٧','۝٧','٧',1
2,1,1,37,'الٓمٓ','الٓمّٓ','الٓمّٓ','ال࢜مّ࢜','ﭑ','الٓمٓ','الٓمٓ','الٓمٓ',0
2,1,2,38,'١','١ﶔ','۟ۚ','۝١ۚ','ﭒ','۝١','۝١','١',1
2,2,1,39,'ذَٰلِكَ','ذٰلِكَ','ذٰلِكَ','ذٰلِكَ','ﭓ','ذَٰلِكَ','ذَٰلِكَ','ذَٰلِكَ',0
2,2,2,40,'ٱلْكِتَـٰبُ','الْكِتٰبُ','الْكِتٰبُ','الْكِتٰبُ','ﭔ','ٱلْكِتَٰبُ','ٱلْكِتَٰبُ','ٱلۡكِتَٰبُ',0
2,2,3,41,'لَا','لَا','لَا','لَا','ﭕ','لَا','لَا','لَا',0
2,2,4,42,'رَيْبَ ۛ','رَيْبَﶍ','رَیْبَ ۛۖۚ','رَيْبَۚۖۛ','ﭖﭗ','رَيْبَۛ','رَيْبَۛ','رَيۡبَۛ',0
2,2,5,43,'فِيهِ ۛ','فِيْهِﶎ','فِیْهِ ۛۚ','فِيْهِۚۛ','ﭘﭙ','فِيهِۛ','فِيهِۛ','فِيهِۛ',0
2,2,6,44,'هُدًۭى','هُدًي','هُدًی','هُدًي','ﭚ','هُدࣰى','هُدࣰى','هُدٗى',0
2,2,7,45,'لِّلْمُتَّقِينَ','لِّلْمُتَّقِيْنَ','لِّلْمُتَّقِیْنَ','لِّلْمُتَّقِيْنَ','ﭛ','لِّلْمُتَّقِينَ','لِّلْمُتَّقِينَ','لِّلۡمُتَّقِينَ',0
2,2,8,46,'٢','٢ﶫ','۟ۙ','۝٢ۙ','ﭜ','۝٢','۝٢','٢',1
2,3,1,47,'ٱلَّذِينَ','الَّذِيْنَ','الَّذِیْنَ','الَّذِيْنَ','ﭝ','ٱلَّذِينَ','ٱلَّذِينَ','ٱلَّذِينَ',0
2,3,2,48,'يُؤْمِنُونَ','يُؤْمِنُوْنَ','یُؤْمِنُوْنَ','يُو͏ٔ͏ْمِنُوْنَ','ﭞ','يُؤْمِنُونَ','يُؤْمِنُونَ','يُؤۡمِنُونَ',0
2,3,3,49,'بِٱلْغَيْبِ','بِالْغَيْبِ','بِالْغَیْبِ','بِالْغَيْبِ','ﭟ','بِٱلْغَيْبِ','بِٱلْغَيْبِ','بِٱلۡغَيۡبِ',0
2,3,4,50,'وَيُقِيمُونَ','وَيُقِيْمُوْنَ','وَیُقِیْمُوْنَ','وَيُقِيْمُوْنَ','ﭠ','وَيُقِيمُونَ','وَيُقِيمُونَ','وَيُقِيمُونَ',0
2,3,5,51,'ٱلصَّلَوٰةَ','الصَّلٰوةَ','الصَّلٰوةَ','الصَّلٰوةَ','ﭡ','ٱلصَّلَوٰةَ','ٱلصَّلَوٰةَ','ٱلصَّلَوٰةَ',0
2,3,6,52,'وَمِمَّا','وَمِمَّا','وَمِمَّا','وَمِمَّا','ﭢ','وَمِمَّا','وَمِمَّا','وَمِمَّا',0
2,3,7,53,'رَزَقْنَـٰهُمْ','رَزَقْنٰهُمْ','رَزَقْنٰهُمْ','رَزَقْنٰهُمْ','ﭣ','رَزَقْنَٰهُمْ','رَزَقْنَٰهُمْ','رَزَقۡنَٰهُمۡ',0
2,3,8,54,'يُنفِقُونَ','يُنْفِقُوْنَ','یُنْفِقُوْنَ','يُنْفِقُوْنَ','ﭤ','يُنفِقُونَ','يُنفِقُونَ','يُنفِقُونَ',0
2,3,9,55,'٣','٣ﶫ','۟ۙ','۝٣ۙ','ﭥ','۝٣','۝٣','٣',1
2,4,1,56,'وَٱلَّذِينَ','وَالَّذِيْنَ','وَالَّذِیْنَ','وَالَّذِيْنَ','ﭦ','وَٱلَّذِينَ','وَٱلَّذِينَ','وَٱلَّذِينَ',0
2,4,2,57,'يُؤْمِنُونَ','يُؤْمِنُوْنَ','یُؤْمِنُوْنَ','يُو͏ٔ͏ْمِنُوْنَ','ﭧ','يُؤْمِنُونَ','يُؤْمِنُونَ','يُؤۡمِنُونَ',0
2,4,3,58,'بِمَآ','بِمَا٘','بِمَاۤ','بِمَا͏ٓ','ﭨ','بِمَآ','بِمَآ','بِمَآ',0
2,4,4,59,'أُنزِلَ','اُنْزِلَ','اُنْزِلَ','اُنْزِلَ','ﭩ','أُنزِلَ','أُنزِلَ','أُنزِلَ',0
2,4,5,60,'إِلَيْكَ','اِلَيْكَ','اِلَیْكَ','اِلَيْكَ','ﭪ','إِلَيْكَ','إِلَيْكَ','إِلَيۡكَ',0
2,4,6,61,'وَمَآ','وَمَا٘','وَمَاۤ','وَمَا͏ٓ','ﭫ','وَمَآ','وَمَآ','وَمَآ',0
2,4,7,62,'أُنزِلَ','اُنْزِلَ','اُنْزِلَ','اُنْزِلَ','ﭬ','أُنزِلَ','أُنزِلَ','أُنزِلَ',0
2,4,8,63,'مِن','مِنْ','مِنْ','مِنْ','ﭭ','مِن','مِن','مِن',0
2,4,9,64,'قَبْلِكَ','قَبْلِكَﵐ','قَبْلِكَ ۚ','قَبْلِكَۚ','ﭮ','قَبْلِكَ','قَبْلِكَ','قَبۡلِكَ',0
2,4,10,65,'وَبِٱلْـَٔاخِرَةِ','وَبِالْاٰخِرَةِ','وَبِالْاٰخِرَةِ','وَبِالْاٰخِرَةِ','ﭯ','وَبِٱلْـَٔاخِرَةِ','وَبِٱلْـَٔاخِرَةِ','وَبِٱلۡأٓخِرَةِ',0
2,4,11,66,'هُمْ','هُمْ','هُمْ','هُمْ','ﭰ','هُمْ','هُمْ','هُمۡ',0
2,4,12,67,'يُوقِنُونَ','يُوْقِنُوْنَ','یُوْقِنُوْنَ','يُوْقِنُوْنَ','ﭱ','يُوقِنُونَ','يُوقِنُونَ','يُوقِنُونَ',0
2,4,13,68,'٤','٤ﶠ','۟ؕ','۝٤ؕ','ﭲ','۝٤','۝٤','٤',1
2,5,1,69,'أُو۟لَـٰٓئِكَ','اُولٰٓئِكَ','اُولٰٓىِٕكَ','اُولٰ࢜ىِٕكَ','ﭳ','أُو۟لَٰٓئِكَ','أُو۟لَٰٓئِكَ','أُوْلَٰٓئِكَ',0
2,5,2,70,'عَلَىٰ','عَلٰي','عَلٰی','عَلٰي','ﭴ','عَلَىٰ','عَلَىٰ','عَلَىٰ',0
2,5,3,71,'هُدًۭى','هُدًي','هُدًی','هُدًي','ﭵ','هُدࣰى','هُدࣰى','هُدٗى',0
2,5,4,72,'مِّن','مِّنْ','مِّنْ','مِّنْ','ﭶ','مِّن','مِّن','مِّن',0
2,5,5,73,'رَّبِّهِمْ ۖ','رَّبِّهِمْﵯ','رَّبِّهِمْ ۗ','رَّبِّهِمْࣗ','ﭷﭸ','رَّبِّهِمْۖ','رَّبِّهِمْۖ','رَّبِّهِمۡۖ',0
2,5,6,74,'وَأُو۟لَـٰٓئِكَ','وَاُولٰٓئِكَ','وَاُولٰٓىِٕكَ','وَاُولٰ࢜ىِٕكَ','ﭹ','وَأُو۟لَٰٓئِكَ','وَأُو۟لَٰٓئِكَ','وَأُوْلَٰٓئِكَ',0
2,5,7,75,'هُمُ','هُمُ','هُمُ','هُمُ','ﭺ','هُمُ','هُمُ','هُمُ',0
2,5,8,76,'ٱلْمُفْلِحُونَ','الْمُفْلِحُوْنَ','الْمُفْلِحُوْنَ','الْمُفْلِحُوْنَ','ﭻ','ٱلْمُفْلِحُونَ','ٱلْمُفْلِحُونَ','ٱلۡمُفۡلِحُونَ',0
2,5,9,77,'٥','٥','۟','۝٥','ﭼ','۝٥','۝٥','٥',1
2,6,1,78,'إِنَّ','اِنَّ','اِنَّ','اِنَّ','ﭑ','إِنَّ','إِنَّ','إِنَّ',0
2,6,2,79,'ٱلَّذِينَ','الَّذِيْنَ','الَّذِیْنَ','الَّذِيْنَ','ﭒ','ٱلَّذِينَ','ٱلَّذِينَ','ٱلَّذِينَ',0
2,6,3,80,'كَفَرُوا۟','كَفَرُوْا','كَفَرُوْا','كَفَرُوْا','ﭓ','كَفَرُوا۟','كَفَرُوا۟','كَفَرُواْ',0
2,6,4,81,'سَوَآءٌ','سَوَآءٌ','سَوَآءٌ','سَوَا࢜ءٌ','ﭔ','سَوَآءٌ','سَوَآءٌ','سَوَآءٌ',0
2,6,5,82,'عَلَيْهِمْ','عَلَيْهِمْ','عَلَیْهِمْ','عَلَيْهِمْ','ﭕ','عَلَيْهِمْ','عَلَيْهِمْ','عَلَيۡهِمۡ',0
2,6,6,83,'ءَأَنذَرْتَهُمْ','ءَاَنْذَرْتَهُمْ','ءَاَنْذَرْتَهُمْ','ءَاَنْذَرْتَهُمْ','ﭖ','ءَأَنذَرْتَهُمْ','ءَأَنذَرْتَهُمْ','ءَأَنذَرۡتَهُمۡ',0
2,6,7,84,'أَمْ','اَمْ','اَمْ','اَمْ','ﭗ','أَمْ','أَمْ','أَمۡ',0
2,6,8,85,'لَمْ','لَمْ','لَمْ','لَمْ','ﭘ','لَمْ','لَمْ','لَمۡ',0
2,6,9,86,'تُنذِرْهُمْ','تُنْذِرْهُمْ','تُنْذِرْهُمْ','تُنْذِرْهُمْ','ﭙ','تُنذِرْهُمْ','تُنذِرْهُمْ','تُنذِرۡهُمۡ',0
2,6,10,87,'لَا','لَا','لَا','لَا','ﭚ','لَا','لَا','لَا',0
2,6,11,88,'يُؤْمِنُونَ','يُؤْمِنُوْنَ','یُؤْمِنُوْنَ','يُو͏ٔ͏ْمِنُوْنَ','ﭛ','يُؤْمِنُونَ','يُؤْمِنُونَ','يُؤۡمِنُونَ',0
2,6,12,89,'٦','٦','۟','۝٦','ﭜ','۝٦','۝٦','٦',1
2,7,1,90,'خَتَمَ','خَتَمَ','خَتَمَ','خَتَمَ','ﭝ','خَتَمَ','خَتَمَ','خَتَمَ',0
2,7,2,91,'ٱللَّهُ','اللّٰهُ','اللّٰهُ','اللّٰهُ','ﭞ','ٱللَّهُ','ٱللَّهُ','ٱللَّهُ',0
2,7,3,92,'عَلَىٰ','عَلٰي','عَلٰی','عَلٰي','ﭟ','عَلَىٰ','عَلَىٰ','عَلَىٰ',0
2,7,4,93,'قُلُوبِهِمْ','قُلُوْبِهِمْ','قُلُوْبِهِمْ','قُلُوْبِهِمْ','ﭠ','قُلُوبِهِمْ','قُلُوبِهِمْ','قُلُوبِهِمۡ',0
2,7,5,94,'وَعَلَىٰ','وَعَلٰي','وَعَلٰی','وَعَلٰي','ﭡ','وَعَلَىٰ','وَعَلَىٰ','وَعَلَىٰ',0
2,7,6,95,'سَمْعِهِمْ ۖ','سَمْعِهِمْﵧ','سَمْعِهِمْ ؕ','سَمْعِهِمْؕ','ﭢﭣ','سَمْعِهِمْۖ','سَمْعِهِمْۖ','سَمۡعِهِمۡۖ',0
2,7,7,96,'وَعَلَىٰٓ','وَعَلٰ٘ي','وَعَلٰۤی','وَعَلٰٓي','ﭤ','وَعَلَىٰٓ','وَعَلَىٰٓ','وَعَلَىٰٓ',0
2,7,8,97,'أَبْصَـٰرِهِمْ','اَبْصَارِهِمْ','اَبْصَارِهِمْ','اَبْصَارِهِمْ','ﭥ','أَبْصَٰرِهِمْ','أَبْصَٰرِهِمْ','أَبۡصَٰرِهِمۡ',0
2,7,9,98,'غِشَـٰوَةٌۭ ۖ','غِشَاوَةٌﵟ','غِشَاوَةٌ ؗ','غِشَاوَةٌؗ','ﭦﭧ','غِشَٰوَةࣱۖ','غِشَٰوَةࣱۖ','غِشَٰوَةٞۖ',0
2,7,10,99,'وَلَهُمْ','وَّلَهُمْ','وَّلَهُمْ','وَّلَهُمْ','ﭨ','وَلَهُمْ','وَلَهُمْ','وَلَهُمۡ',0
2,7,11,100,'عَذَابٌ','عَذَابٌ','عَذَابٌ','عَذَابٌ','ﭩ','عَذَابٌ','عَذَابٌ','عَذَابٌ',0
2,7,12,101,'عَظِيمٌۭ','عَظِيْمٌ','عَظِیْمٌ','عَظِيْمٌ','ﭪ','عَظِيمࣱ','عَظِيمࣱ','عَظِيمٞ',0
2,7,13,102,'٧','٧ﶒ','۟۠','۝٧ࣖ','ﭫ','۝٧','۝٧','٧',1
2,8,1,103,'وَمِنَ','وَمِنَ','وَمِنَ','وَمِنَ','ﭬ','وَمِنَ','وَمِنَ','وَمِنَ',0
2,8,2,104,'ٱلنَّاسِ','النَّاسِ','النَّاسِ','النَّاسِ','ﭭ','ٱلنَّاسِ','ٱلنَّاسِ','ٱلنَّاسِ',0
2,8,3,105,'مَن','مَنْ','مَنْ','مَنْ','ﭮ','مَن','مَن','مَن',0
2,8,4,106,'يَقُولُ','يَّقُوْلُ','یَّقُوْلُ','يَّقُوْلُ','ﭯ','يَقُولُ','يَقُولُ','يَقُولُ',0
2,8,5,107,'ءَامَنَّا','اٰمَنَّا','اٰمَنَّا','اٰمَنَّا','ﭰ','ءَامَنَّا','ءَامَنَّا','ءَامَنَّا',0
2,8,6,108,'بِٱللَّهِ','بِاللّٰهِ','بِاللّٰهِ','بِاللّٰهِ','ﭱ','بِٱللَّهِ','بِٱللَّهِ','بِٱللَّهِ',0
2,8,7,109,'وَبِٱلْيَوْمِ','وَبِالْيَوْمِ','وَبِالْیَوْمِ','وَبِالْيَوْمِ','ﭲ','وَبِٱلْيَوْمِ','وَبِٱلْيَوْمِ','وَبِٱلۡيَوۡمِ',0
2,8,8,110,'ٱلْـَٔاخِرِ','الْاٰخِرِ','الْاٰخِرِ','الْاٰخِرِ','ﭳ','ٱلْـَٔاخِرِ','ٱلْـَٔاخِرِ','ٱلۡأٓخِرِ',0
2,8,9,111,'وَمَا','وَمَا','وَمَا','وَمَا','ﭴ','وَمَا','وَمَا','وَمَا',0
2,8,10,112,'هُم','هُمْ','هُمْ','هُمْ','ﭵ','هُم','هُم','هُم',0
2,8,11,113,'بِمُؤْمِنِينَ','بِمُؤْمِنِيْنَ','بِمُؤْمِنِیْنَ','بِمُو͏ٔ͏ْمِنِيْنَ','ﭶ','بِمُؤْمِنِينَ','بِمُؤْمِنِينَ','بِمُؤۡمِنِينَ',0
2,8,12,114,'٨','٨ﶭ','۟ۘ','۝٨ۘ','ﭷ','۝٨','۝٨','٨',1
2,9,1,115,'يُخَـٰدِعُونَ','يُخٰدِعُوْنَ','یُخٰدِعُوْنَ','يُخٰدِعُوْنَ','ﭸ','يُخَٰدِعُونَ','يُخَٰدِعُونَ','يُخَٰدِعُونَ',0
2,9,2,116,'ٱللَّهَ','اللّٰهَ','اللّٰهَ','اللّٰهَ','ﭹ','ٱللَّهَ','ٱللَّهَ','ٱللَّهَ',0
2,9,3,117,'وَٱلَّذِينَ','وَالَّذِيْنَ','وَالَّذِیْنَ','وَالَّذِيْنَ','ﭺ','وَٱلَّذِينَ','وَٱلَّذِينَ','وَٱلَّذِينَ',0
2,9,4,118,'ءَامَنُوا۟','اٰمَنُوْاﵐ','اٰمَنُوْا ۚ','اٰمَنُوْاۚ','ﭻ','ءَامَنُوا۟','ءَامَنُوا۟','ءَامَنُواْ',0
2,9,5,119,'وَمَا','وَمَا','وَمَا','وَمَا','ﭼ','وَمَا','وَمَا','وَمَا',0
2,9,6,120,'يَخْدَعُونَ','يَخْدَعُوْنَ','یَخْدَعُوْنَ','يَخْدَعُوْنَ','ﭽ','يَخْدَعُونَ','يَخْدَعُونَ','يَخۡدَعُونَ',0
2,9,7,121,'إِلَّآ','اِلَّا٘','اِلَّاۤ','اِلَّا͏ٓ','ﭾ','إِلَّآ','إِلَّآ','إِلَّآ',0
2,9,8,122,'أَنفُسَهُمْ','اَنْفُسَهُمْ','اَنْفُسَهُمْ','اَنْفُسَهُمْ','ﭿ','أَنفُسَهُمْ','أَنفُسَهُمْ','أَنفُسَهُمۡ',0
2,9,9,123,'وَمَا','وَمَا','وَمَا','وَمَا','ﮀ','وَمَا','وَمَا','وَمَا',0
2,9,10,124,'يَشْعُرُونَ','يَشْعُرُوْنَ','یَشْعُرُوْنَ','يَشْعُرُوْنَ','ﮁ','يَشْعُرُونَ','يَشْعُرُونَ','يَشۡعُرُونَ',0
2,9,11,125,'٩','٩ﶠ','۟ؕ','۝٩ؕ','ﮂ','۝٩','۝٩','٩',1
2,10,1,126,'فِى','فِيْ','فِیْ','فِيْ','ﮃ','فِي','فِي','فِي',0
2,10,2,127,'قُلُوبِهِم','قُلُوْبِهِمْ','قُلُوْبِهِمْ','قُلُوْبِهِمْ','ﮄ','قُلُوبِهِم','قُلُوبِهِم','قُلُوبِهِم',0
2,10,3,128,'مَّرَضٌۭ','مَّرَضٌﶈ','مَّرَضٌ ۙ','مَّرَضٌۙ','ﮅ','مَّرَضࣱ','مَّرَضࣱ','مَّرَضٞ',0
2,10,4,129,'فَزَادَهُمُ','فَزَادَهُمُ','فَزَادَهُمُ','فَزَادَهُمُ','ﮆ','فَزَادَهُمُ','فَزَادَهُمُ','فَزَادَهُمُ',0
2,10,5,130,'ٱللَّهُ','اللّٰهُ','اللّٰهُ','اللّٰهُ','ﮇ','ٱللَّهُ','ٱللَّهُ','ٱللَّهُ',0
2,10,6,131,'مَرَضًۭا ۖ','مَرَضًاﵐ','مَرَضًا ۚ','مَرَضًاۚ','ﮈﮉ','مَرَضࣰاۖ','مَرَضࣰاۖ','مَرَضٗاۖ',0
2,10,7,132,'وَلَهُمْ','وَلَهُمْ','وَلَهُمْ','وَلَهُمْ','ﮊ','وَلَهُمْ','وَلَهُمْ','وَلَهُمۡ',0
2,10,8,133,'عَذَابٌ','عَذَابٌ','عَذَابٌ','عَذَابٌ','ﮋ','عَذَابٌ','عَذَابٌ','عَذَابٌ',0
2,10,9,134,'أَلِيمٌۢ','اَلِيْمٌﵿ ۣ','اَلِیْمٌ ۙ۬۟ ','اَلِيْمٌ࣢ۙۢ','ﮌ','أَلِيمُۢ','أَلِيمُۢ','أَلِيمُۢ',0
2,10,10,135,'بِمَا','بِمَا','بِمَا','بِمَا','ﮍ','بِمَا','بِمَا','بِمَا',0
2,10,11,136,'كَانُوا۟','كَانُوْا','كَانُوْا','كَانُوْا','ﮎ','كَانُوا۟','كَانُوا۟','كَانُواْ',0
2,10,12,137,'يَكْذِبُونَ','يَكْذِبُوْنَ','یَكْذِبُوْنَ','يَكْذِبُوْنَ','ﮏ','يَكْذِبُونَ','يَكْذِبُونَ','يَكۡذِبُونَ',0
2,10,13,138,'١٠','١٠','۟','۝١٠','ﮐ','۝١٠','۝١٠','١٠',1
2,11,1,139,'وَإِذَا','وَاِذَا','وَاِذَا','وَاِذَا','ﮑ','وَإِذَا','وَإِذَا','وَإِذَا',0
2,11,2,140,'قِيلَ','قِيْلَ','قِیْلَ','قِيْلَ','ﮒ','قِيلَ','قِيلَ','قِيلَ',0
2,11,3,141,'لَهُمْ','لَهُمْ','لَهُمْ','لَهُمْ','ﮓ','لَهُمْ','لَهُمْ','لَهُمۡ',0
2,11,4,142,'لَا','لَا','لَا','لَا','ﮔ','لَا','لَا','لَا',0
2,11,5,143,'تُفْسِدُوا۟','تُفْسِدُوْا','تُفْسِدُوْا','تُفْسِدُوْا','ﮕ','تُفْسِدُوا۟','تُفْسِدُوا۟','تُفۡسِدُواْ',0
2,11,6,144,'فِى','فِي','فِی','فِي','ﮖ','فِي','فِي','فِي',0
2,11,7,145,'ٱلْأَرْضِ','الْاَرْضِﶈ','الْاَرْضِ ۙ','الْاَرْضِۙ','ﮗ','ٱلْأَرْضِ','ٱلْأَرْضِ','ٱلۡأَرۡضِ',0
2,11,8,146,'قَالُوٓا۟','قَالُوْ٘ا','قَالُوْۤا','قَالُوْٓا','ﮘ','قَالُوٓا۟','قَالُوٓا۟','قَالُوٓاْ',0
2,11,9,147,'إِنَّمَا','اِنَّمَا','اِنَّمَا','اِنَّمَا','ﮙ','إِنَّمَا','إِنَّمَا','إِنَّمَا',0
2,11,10,148,'نَحْنُ','نَحْنُ','نَحْنُ','نَحْنُ','ﮚ','نَحْنُ','نَحْنُ','نَحۡنُ',0
2,11,11,149,'مُصْلِحُونَ','مُصْلِحُوْنَ','مُصْلِحُوْنَ','مُصْلِحُوْنَ','ﮛ','مُصْلِحُونَ','مُصْلِحُونَ','مُصۡلِحُونَ',0
2,11,12,150,'١١','١١','۟','۝١١','ﮜ','۝١١','۝١١','١١',1
2,12,1,151,'أَلَآ','اَلَا٘','اَلَاۤ','اَلَا͏ٓ','ﮝ','أَلَآ','أَلَآ','أَلَآ',0
2,12,2,152,'إِنَّهُمْ','اِنَّهُمْ','اِنَّهُمْ','اِنَّهُمْ','ﮞ','إِنَّهُمْ','إِنَّهُمْ','إِنَّهُمۡ',0
2,12,3,153,'هُمُ','هُمُ','هُمُ','هُمُ','ﮟ','هُمُ','هُمُ','هُمُ',0
2,12,4,154,'ٱلْمُفْسِدُونَ','الْمُفْسِدُوْنَ','الْمُفْسِدُوْنَ','الْمُفْسِدُوْنَ','ﮠ','ٱلْمُفْسِدُونَ','ٱلْمُفْسِدُونَ','ٱلۡمُفۡسِدُونَ',0
2,12,5,155,'وَلَـٰكِن','وَلٰكِنْ','وَلٰكِنْ','وَلٰكِنْ','ﮡ','وَلَٰكِن','وَلَٰكِن','وَلَٰكِن',0
2,12,6,156,'لَّا','لَّا','لَّا','لَّا','ﮢ','لَّا','لَّا','لَّا',0
